step,molindx,prediction_error,predicted_value,true_value,mae
3090,3269,3.4786,3.1547,6.6333,1.1194
3091,2674,2.8719,4.0002,1.1282,1.1024
3092,737,2.8886,7.4938,4.6052,1.0356
3093,3922,2.7865,3.6494,0.8629,1.0505
3094,4534,2.9927,4.0116,1.0188,1.0782
3096,1189,2.8860,7.2406,10.1266,1.0947
3098,1548,2.8925,2.9096,5.8021,1.1040
3099,4232,2.9021,4.1616,1.2595,1.0722
3100,2632,2.7966,3.8498,6.6464,1.0353
3101,3999,2.8895,1.6517,-1.2379,1.0631
3103,4571,2.8558,-0.0950,-2.9508,1.0933
3104,1289,2.8048,-4.9025,-2.0978,1.0669
3105,1158,2.9781,6.8529,9.8309,1.0369
3107,2860,2.9723,5.5514,8.5237,1.0392
3108,3164,2.9442,6.3149,9.2591,1.0648
3110,2084,2.9295,3.7225,0.7930,1.0412
3112,2799,2.9948,-0.0296,2.9653,1.1055
3113,3844,2.9092,4.6861,1.7768,1.0493
3114,3804,2.7937,-1.6804,-4.4741,1.0319
3115,4494,3.1513,-0.6499,2.5014,1.1044
3116,946,2.9377,2.4694,5.4072,1.0484
3117,1080,2.8533,4.3168,7.1701,1.0933
3118,1990,2.9489,4.0091,1.0602,1.0661
3119,2655,2.8557,6.0535,8.9092,1.0846
3122,2295,2.8277,5.4667,2.6391,1.1036
3123,842,2.8151,2.3779,5.1929,1.0757
3126,2447,2.8501,6.0036,8.8537,1.0139
3127,4285,2.9900,7.5341,10.5241,1.0295
3128,3984,2.7925,7.0166,9.8092,1.0707
3129,1178,2.8543,6.2724,3.4181,1.0800
3131,1005,2.8809,-3.8199,-6.7007,1.0288
3132,812,2.8904,2.6068,5.4972,1.0760
3133,1442,3.2157,6.0716,9.2873,1.0633
3134,1487,2.7979,6.2273,9.0252,1.0611
3135,4059,2.9080,7.6836,10.5916,1.0038
3136,4367,2.8610,7.9547,10.8158,1.1129
3137,4198,3.2899,-1.3717,-4.6616,1.0095
3139,1892,2.7917,0.7515,-2.0402,1.1050
3140,2471,2.7819,5.8120,3.0301,1.0075
3141,4392,2.9073,6.7785,3.8712,1.0260
3142,3628,2.9338,8.1786,11.1125,1.0934
3143,3900,2.8040,-1.2885,-4.0925,1.1097
3146,3418,2.9502,5.2121,2.2619,1.0204
3148,553,3.0284,1.9833,5.0117,1.0653
3149,517,2.8835,4.1552,7.0387,1.0723
3150,3983,2.7834,7.1201,9.9035,1.0416
3151,1427,2.8405,7.4290,10.2696,1.0719
3152,2538,2.8543,9.1977,6.3434,1.0481
3153,1019,2.9339,4.9305,7.8644,1.0685
3154,334,3.0070,4.1784,7.1854,0.9882
3156,1280,2.8003,7.3256,10.1260,1.0796
3157,2795,2.9095,6.0006,3.0910,1.0564
3158,1434,2.8734,5.8054,2.9319,1.0903
3160,1874,2.8573,5.5465,8.4038,1.0020
3161,4250,2.8363,-2.4701,-5.3063,1.0510
3162,4215,3.1671,-2.1392,-5.3063,1.0449
3163,1251,2.8126,6.5622,9.3748,1.0168
3164,1297,2.8254,6.0972,8.9227,1.0141
3165,2998,2.8254,3.1908,6.0162,1.0196
3166,3499,2.8202,7.8740,10.6942,1.0305
3170,1211,2.8863,11.0750,8.1887,1.0041
3174,2921,2.9525,4.1996,1.2470,1.0224
3176,989,3.0050,3.2673,0.2623,1.0310
3177,1141,2.9776,1.6275,4.6052,1.0959
3178,2067,2.9483,1.3383,-1.6100,1.0414
3179,4623,3.4997,11.3238,7.8240,1.0505
3183,2126,2.8999,-2.6221,-5.5221,1.0553
3185,2177,3.2669,-2.1907,-5.4576,1.0726
3186,110,2.7871,7.5407,4.7536,1.0790
3187,2570,3.1021,4.4879,1.3859,1.0784
3188,1482,3.0503,5.0837,2.0334,1.0707
3190,572,2.8536,2.7070,5.5607,1.0555
3191,1241,2.8955,3.0959,5.9915,1.0325
3192,448,2.7838,6.2033,8.9871,1.0948
3193,2635,2.9273,2.8218,-0.1054,1.0668
3195,4410,2.9065,3.4702,6.3767,1.0527
3196,1596,2.8034,4.0675,1.2641,1.0424
3197,4436,2.8389,-2.8161,-5.6550,1.0968
3200,2145,4.4088,-1.1915,-5.6003,1.0980
3201,3182,2.8307,5.9217,3.0910,1.0115
3203,1890,2.8357,4.2117,7.0474,1.0298
3204,4316,2.9206,-2.9866,-5.9072,1.0866
3207,918,2.8615,5.1640,2.3026,1.0249
3209,61,3.0881,1.2724,4.3605,1.0447
3210,1245,2.8513,3.2263,6.0776,1.0662
3211,3486,2.8432,5.7336,2.8904,1.0015
3214,1473,2.8777,2.2238,-0.6539,1.1016
3216,1741,2.8355,1.4084,-1.4272,1.0433
3217,366,2.9908,8.5221,11.5129,1.0900
3218,2234,2.8347,3.4224,0.5878,1.0213
3220,3406,2.8896,4.1144,7.0041,1.0548
3221,3820,2.7994,4.5072,7.3066,1.0579
3223,3049,2.9020,1.7626,-1.1394,1.0188
3224,1259,2.7909,2.2197,5.0106,1.0030
3227,3497,2.8005,6.8949,4.0943,0.9966
3229,2238,3.7555,-1.0596,-4.8152,1.0432
3230,4337,2.7950,3.6443,0.8493,1.0220
3234,720,2.8442,8.0808,10.9250,1.0240
3235,2432,3.6998,-1.1015,-4.8013,1.0355
3236,4158,2.8354,4.0109,6.8464,1.0489
3237,1065,2.9131,-1.8145,1.0986,1.0410
3241,2532,2.8692,4.2042,1.3350,1.0540
3245,3896,2.9089,-0.2147,-3.1236,1.0343
3246,2186,2.8827,0.7286,-2.1542,1.0565
3247,182,2.8211,7.9495,10.7706,1.0509
3248,2015,2.8057,7.6655,4.8598,1.0259
3249,4634,3.0305,-1.2241,-4.2545,1.0655
3250,4496,2.7934,-3.2990,-6.0924,0.9910
3252,2182,2.7904,6.6589,9.4494,0.9995
3254,229,3.1768,6.8319,10.0086,1.0182
3255,74,2.9485,7.8713,10.8199,1.0204
3262,2476,2.9826,0.2020,-2.7806,1.0317
3265,274,3.2134,7.2007,10.4141,1.0687
3268,1978,2.8108,1.6890,4.4998,1.0180
3269,1505,2.9553,4.0477,7.0031,1.0565
3272,4499,2.8998,7.5165,10.4163,1.0448
3275,3435,3.0004,-1.7779,-4.7783,1.0479
3280,237,2.8983,0.3726,-2.5257,1.0773
3281,2320,2.8195,1.2870,-1.5325,1.0483
3283,4451,2.7799,6.4302,9.2102,0.9939
3285,3299,2.8284,4.6390,7.4674,1.0711
3286,4118,2.8026,6.7079,9.5104,1.0329
3290,1458,2.8037,0.6495,-2.1542,1.0391
3291,181,2.7849,6.3742,9.1591,1.0152
3292,2449,2.8094,1.9884,-0.8210,1.0470
3296,4192,2.8124,-0.8764,-3.6889,1.0278
3299,227,2.8960,-0.0997,-2.9957,1.0357
3300,1868,2.9914,1.0944,-1.8970,0.9827
3305,813,2.9976,-0.2575,-3.2550,1.0323
3306,2355,2.8026,2.0892,-0.7134,1.0361
3311,1705,2.8048,0.6155,-2.1893,1.0591
3312,1343,2.9512,3.6965,6.6477,1.0279
3313,4489,2.8971,-0.1890,2.7081,1.0129
3314,84,2.7865,2.5758,-0.2107,1.0662
3315,3043,2.7814,8.2323,11.0137,1.0012
3329,3234,2.7985,1.5945,-1.2041,1.0303
3331,2306,2.8500,0.5474,-2.3026,0.9903
3333,2298,2.9916,6.3565,9.3481,1.0423
3334,2718,2.7928,1.0778,-1.7149,1.0324
3335,4476,2.8261,0.6112,3.4372,0.9806
3340,2583,2.8339,2.6714,5.5053,1.0280
3341,2785,2.7851,2.0758,-0.7093,1.0506
3350,1332,2.9798,0.0424,-2.9374,1.0095
3356,1256,2.9362,0.9700,-1.9662,1.0176
3358,1927,2.8706,7.9395,5.0689,0.9947
3359,4602,2.7844,2.3839,-0.4005,1.0363
3361,230,2.9242,0.3985,-2.5257,1.0302
3366,3813,2.7932,5.5595,2.7663,1.0512
3367,3362,2.9900,1.9958,-0.9942,1.0304
3370,2227,2.8547,6.9436,9.7982,1.0189
3373,1233,2.8668,5.3923,8.2590,1.0605
3377,2351,2.8633,6.2958,9.1591,1.0377
3381,2066,2.7804,4.5638,1.7834,0.9613
3386,4037,2.8050,0.0244,-2.7806,1.0289
3388,4187,2.8017,0.8911,-1.9105,1.0208
3392,3346,2.8974,2.8974,0.0000,0.9663
3395,4381,2.7908,-1.9769,-4.7677,1.0276
3397,965,3.3155,-8.0841,-11.3996,1.0052
3398,1286,2.8417,0.5391,-2.3026,1.0317
3401,205,2.9162,0.2279,-2.6883,1.0573
3404,3101,2.8725,1.1181,-1.7545,1.0538
3408,3037,2.8954,3.0933,5.9887,0.9716
3411,643,2.8962,7.0073,9.9035,1.0428
3412,245,3.0452,6.3882,9.4335,1.0085
3413,243,2.7887,10.3896,7.6009,0.9754
3428,4371,2.7841,4.1336,1.3495,0.9726
3429,214,2.9572,-0.8595,-3.8168,1.0362
3440,3885,2.8523,10.2840,13.1363,1.0342
3446,3700,2.7972,2.8392,0.0421,1.0346
3452,920,2.8244,5.8256,8.6500,1.0077
3455,3533,2.7818,5.7775,2.9957,1.0395
3461,3350,2.8831,10.5997,13.4828,0.9787
3462,118,2.8534,10.6054,13.4588,1.0565
3466,3069,2.8453,-6.1832,-9.0285,0.9828
3467,3569,2.8340,6.3764,9.2103,0.9855
3472,190,2.8391,5.0281,7.8671,0.9982
3475,2637,2.7999,5.2392,8.0391,1.0733
3477,3054,2.7842,-0.2734,-3.0576,1.0386
3480,2104,2.8352,6.6855,9.5207,1.0303
3492,4464,3.0539,2.1148,-0.9391,0.9986
3494,3514,2.8093,5.1219,2.3125,0.9810
3497,3776,2.7995,10.3573,13.1568,1.0015
3506,1187,2.8036,7.5485,4.7449,0.9853
3527,1803,2.6472,7.5339,10.1810,1.0106
3528,2218,2.7130,0.3148,-2.3981,1.0134
3529,690,2.5872,2.6826,0.0953,0.9839
3530,361,2.6132,5.5473,8.1605,1.0453
3531,1960,2.8131,-4.5727,-7.3858,1.0102
3532,1401,2.5717,2.4664,-0.1054,0.9925
3533,2035,2.6091,4.0205,1.4114,1.0532
3534,3821,2.5551,5.6678,3.1128,1.0123
3535,325,2.5758,6.6345,9.2103,0.9745
3536,699,2.5825,5.5783,2.9957,0.9723
3537,292,2.6662,4.6514,1.9852,0.9884
3538,1419,2.6881,4.9128,7.6010,1.0216
3539,1432,2.5750,4.8751,7.4501,0.9869
3540,2380,2.6795,-0.0539,-2.7334,1.0143
3541,1190,2.5867,7.7289,10.3156,1.0614
3542,1713,2.6412,5.7096,8.3508,1.0249
3543,2344,2.6684,6.4693,9.1378,0.9890
3544,1608,2.5240,9.0874,6.5633,0.9804
3545,2722,2.5644,3.6727,6.2371,0.9829
3546,2052,2.5892,7.3193,9.9085,0.9431
3547,3304,2.6547,1.1406,-1.5141,0.9628
3548,4481,2.9028,1.9637,-0.9391,1.0154
3549,4010,2.7547,0.0224,-2.7323,1.0162
3550,478,2.5287,7.0253,9.5539,0.9856
3551,927,2.5776,2.4761,5.0537,0.9700
3552,2030,2.7434,4.0571,1.3137,1.0088
3553,867,2.7286,8.1304,10.8590,0.9909
3554,1085,2.6729,7.7314,10.4043,1.0053
3555,1910,2.6730,3.1428,0.4698,0.9987
3556,1583,2.5383,3.4532,5.9915,0.9693
3557,176,3.1096,8.9162,12.0258,0.9757
3558,1021,2.7868,4.0233,6.8101,1.0435
3559,3058,2.5555,2.9407,0.3853,0.9836
3560,2802,2.5283,4.8240,7.3523,0.9867
3561,4351,2.6898,0.8634,-1.8264,0.9840
3562,3225,2.5672,1.1190,-1.4482,1.0323
3563,521,2.6979,6.7977,9.4955,0.9766
3564,2410,2.5997,5.8955,3.2958,0.9634
3565,3654,2.6461,4.3325,1.6864,0.9611
3566,97,2.6273,5.0689,7.6963,0.9266
3567,2392,2.5679,6.2857,8.8537,0.9703
3568,933,2.5658,6.5716,9.1375,1.0042
3569,2213,2.5451,4.1545,1.6094,1.0151
3570,1061,2.7453,5.4796,2.7344,0.9970
3572,1754,2.9067,3.7653,6.6720,1.0620
3573,707,2.5272,7.1324,4.6052,0.9966
3574,3845,2.6547,6.0323,3.3776,1.0581
3575,1928,3.1087,6.3485,9.4572,1.0314
3576,1099,2.5634,6.8388,9.4022,0.9777
3577,2230,2.5466,6.4810,9.0276,0.9557
3578,3535,2.6438,0.8051,-1.8388,0.9624
3579,2181,2.7035,2.2415,-0.4620,1.0103
3580,4426,2.6849,7.0274,4.3425,1.0086
3582,3374,2.5234,0.7796,-1.7437,1.0167
3583,1987,2.5974,1.3933,-1.2041,1.0567
3584,2691,2.7015,7.9109,5.2095,0.9716
3585,3693,2.5872,-2.6342,-5.2214,1.0135
3587,4511,2.5911,1.7702,-0.8210,0.9633
3588,1949,2.6042,-0.0550,-2.6593,0.9422
3589,1787,2.6618,5.4218,2.7600,0.9773
3590,1762,2.5532,0.4425,2.9958,1.0055
3591,3305,2.7028,3.0010,5.7038,0.9567
3592,2140,2.6113,6.1375,8.7488,1.0011
3593,122,2.7787,3.3405,6.1192,1.0250
3594,2386,2.6269,6.1870,8.8139,0.9771
3595,2099,2.5142,6.2031,3.6889,0.9436
3596,3956,2.7175,7.4328,10.1503,0.9928
3597,848,2.5589,2.1747,-0.3842,0.9898
3598,3561,2.7748,4.8542,2.0794,0.9854
3599,3976,2.5881,6.9702,4.3820,0.9840
3602,2915,2.6282,1.4731,-1.1552,0.9674
3604,1812,2.6066,1.6124,-0.9942,0.9720
3605,1115,2.6308,8.9756,11.6063,0.9852
3606,4621,2.6155,4.5542,7.1696,0.9842
3607,2856,2.6134,6.5969,9.2103,1.0239
3608,3568,2.5218,2.3593,-0.1625,0.9934
3609,3063,2.6540,-0.2213,-2.8753,0.9625
3610,1686,2.7906,3.4240,6.2147,0.9836
3611,2463,2.7423,1.6027,-1.1396,0.9858
3612,3945,2.6309,-1.8003,-4.4312,1.0168
3613,1400,2.5571,2.6887,5.2457,0.9974
3614,2629,2.6337,7.4929,10.1266,1.0023
3615,3314,2.6238,2.4007,-0.2231,0.9874
3616,4236,2.6474,6.8959,4.2485,1.0244
3617,1883,2.5916,-3.1525,-5.7441,0.9714
3618,4448,2.8969,9.4832,12.3800,0.9629
3620,2875,2.6746,3.3168,5.9913,1.0182
3621,443,2.6184,-9.1916,-11.8100,0.9436
3622,4600,2.7008,8.8121,11.5129,0.9671
3623,2787,2.7739,3.6812,6.4551,1.0011
3624,2551,2.5742,6.6057,9.1799,1.0089
3625,3360,2.5295,4.8170,2.2875,0.9541
3626,3382,2.5423,7.6175,5.0752,0.8738
3627,2576,2.6866,1.2466,-1.4400,0.9972
3628,1733,2.6423,4.5881,1.9458,0.9838
3629,3248,2.6335,2.7905,0.1570,0.9804
3630,843,2.6429,-0.4967,-3.1396,0.9577
3631,1529,2.5968,-0.1214,-2.7182,0.9881
3632,3291,2.6880,-1.2753,-3.9633,0.9546
3633,1254,2.5602,5.6201,8.1803,1.0019
3634,1438,2.5349,3.1419,5.6768,0.9805
3635,3115,2.5270,2.8679,5.3948,0.9682
3637,3733,2.5274,5.1791,7.7066,1.0051
3639,3965,2.5891,1.3523,-1.2368,0.9519
3640,605,2.5426,3.6721,6.2146,0.9544
3643,1110,2.6629,1.1474,3.8103,0.9657
3644,833,2.5210,6.7847,9.3056,0.9874
3645,3665,2.8441,-2.0355,-4.8796,1.0209
3647,2506,2.6617,-0.1351,-2.7969,0.9953
3648,220,2.5087,7.1076,9.6163,0.9475
3649,1800,2.5679,0.0422,-2.5257,0.9409
3650,2346,2.5993,2.5993,0.0000,0.9315
3651,774,2.6019,0.8873,-1.7147,0.9609
3653,1182,2.6062,5.9111,8.5173,0.9368
3655,3474,2.5118,1.9139,-0.5978,0.9597
3656,660,2.5860,-5.3709,-7.9569,1.0078
3657,582,2.7527,6.5035,9.2562,0.9578
3658,3266,2.5401,4.1969,6.7370,0.9918
3661,1493,2.5983,-0.5958,-3.1942,0.9787
3662,1690,2.5819,7.1376,9.7195,0.9732
3665,4401,2.7023,3.7944,6.4968,0.9556
3666,2574,2.8152,0.6523,-2.1628,0.9486
3667,2605,2.5539,5.2701,7.8239,0.9017
3668,1207,2.5667,10.2979,12.8646,0.9139
3669,771,2.7525,8.9835,11.7361,0.9756
3670,925,2.5609,7.2538,9.8147,0.9471
3671,755,2.5125,4.5537,2.0412,0.9364
3672,4484,2.5231,0.8197,3.3429,1.0250
3673,262,2.5655,5.8530,8.4185,0.9552
3674,1877,2.5821,0.5417,-2.0403,0.9594
3675,2960,2.5421,8.0635,5.5215,1.0018
3676,2422,2.5637,1.1197,-1.4439,0.9713
3678,2555,2.5307,8.0058,10.5365,0.9592
3679,2607,2.5658,2.7325,5.2983,0.9546
3682,2840,2.5246,9.2412,6.7166,0.9354
3684,3604,2.5887,1.5702,4.1589,1.0109
3685,581,2.7016,7.4010,10.1027,0.9400
3688,1823,2.5484,1.5134,-1.0350,0.9134
3689,4314,2.7337,-1.6286,-4.3623,0.9927
3690,2299,2.5595,7.1455,9.7050,0.9891
3691,4309,2.6715,-1.6908,-4.3623,0.9546
3692,2486,2.6878,8.8640,11.5518,0.9631
3693,3390,2.5372,1.3333,-1.2040,0.9598
3694,3363,2.5845,6.7570,9.3416,0.9579
3695,39,2.5145,6.9349,9.4494,0.9914
3697,3981,2.7864,4.0955,1.3091,0.9032
3698,3211,2.5422,6.7635,9.3056,1.0153
3699,2740,2.6023,2.9546,5.5568,0.9541
3700,3100,2.5179,7.3856,9.9035,0.9007
3702,4061,2.7762,1.8289,4.6052,0.9158
3703,512,2.6193,6.8142,9.4335,0.9963
3704,464,2.5778,8.1510,10.7288,0.9705
3710,1626,2.5403,2.7473,0.2070,0.9318
3713,863,2.5040,4.3525,6.8564,0.9618
3715,2791,2.5626,-0.2507,-2.8133,0.9140
3718,1766,2.6151,3.7819,6.3970,0.9735
3719,1961,2.5140,2.4276,4.9416,0.9143
3720,100,2.6057,6.5710,9.1768,0.9778
3721,3547,2.6240,-2.0014,-4.6254,0.9487
3722,2457,2.6987,0.3192,-2.3795,0.9824
3723,1484,2.5458,7.5565,5.0107,0.9236
3724,2510,2.5415,2.0637,4.6052,1.0016
3725,252,2.5314,6.4369,8.9683,0.9566
3726,4612,2.6865,3.4233,6.1098,0.9398
3727,4072,2.5803,1.6640,-0.9163,0.9018
3728,634,2.5875,6.8459,9.4335,0.9827
3731,4001,2.7983,2.9977,5.7961,0.9304
3732,1881,2.5705,3.9919,6.5624,0.9307
3733,4562,2.5181,7.5120,10.0301,0.9271
3738,4498,2.5701,7.9486,10.5187,0.9583
3740,3593,2.5446,1.2621,3.8067,1.0111
3743,1253,2.5025,3.2444,0.7419,0.9481
3746,2625,2.6160,1.6457,-0.9703,0.9599
3749,408,2.6163,7.3264,9.9427,0.9287
3756,4323,2.5242,2.2757,-0.2485,0.9472
3758,3310,2.5177,6.8582,9.3758,0.9234
3759,1010,2.5313,2.5369,0.0057,0.9664
3762,895,2.5398,3.5694,6.1092,0.9114
3763,4122,2.6973,-1.3772,-4.0745,0.9325
3764,3657,2.6041,3.9311,6.5352,0.9531
3765,3384,2.7054,-5.0455,-7.7509,0.9502
3766,102,2.8806,9.8363,12.7169,0.9782
3768,2622,2.5179,6.4311,8.9490,0.9363
3770,392,2.6260,3.5815,0.9555,0.9167
3771,3950,2.5959,7.5307,10.1266,0.9219
3772,3468,2.6440,-1.0857,-3.7297,0.9620
3774,183,2.6301,1.6466,4.2767,0.9475
3775,2724,2.5418,6.4454,8.9872,0.9548
3781,2490,2.7651,2.7484,5.5134,0.9652
3784,3311,2.6078,-1.6327,-4.2405,0.9224
3785,1036,2.5321,7.2324,4.7003,0.9349
3789,1105,2.5198,3.7452,6.2650,0.9454
3792,3525,2.7698,-5.7474,-8.5172,0.9850
3797,58,2.5303,6.0527,8.5830,0.9195
3800,950,2.5047,2.1005,4.6052,0.9551
3803,758,2.5842,2.5842,0.0000,0.9474
3804,2384,2.5346,10.8236,13.3582,0.9138
3806,2276,2.6418,3.6348,6.2766,0.9528
3808,1640,2.5365,-5.8195,-8.3559,0.9754
3811,3108,3.1755,-4.8725,-8.0480,0.9723
3812,3575,2.5460,5.1037,7.6497,0.9754
3814,1774,2.6993,-6.7342,-9.4335,0.9377
3815,164,2.5274,5.7055,3.1780,0.9917
3816,2244,2.7490,4.7465,7.4955,0.9553
3820,2057,2.5314,2.1871,4.7185,0.9767
3822,3326,2.6256,-5.3320,-7.9576,0.9840
3827,3496,2.6052,1.2925,-1.3127,0.9542
3828,3583,2.5529,5.7199,8.2728,0.9711
3829,3306,3.6697,-3.7000,-7.3698,0.9574
3832,910,2.6586,3.9067,6.5653,0.9202
3833,1528,2.5333,6.8590,9.3924,0.9129
3834,4490,2.5559,-0.3265,-2.8824,0.9111
3836,4632,2.5269,5.2971,7.8241,0.9009
3837,2385,2.5511,5.5468,2.9957,0.9247
3838,2241,2.6875,7.2209,9.9085,0.9754
3839,2482,2.6128,7.0550,9.6678,0.9101
3842,3908,2.5519,5.8478,3.2958,0.9771
3848,3235,2.5054,3.9929,6.4983,0.9741
3855,3721,2.5523,-2.8294,-5.3817,0.9197
3856,3344,2.5105,6.2767,8.7872,0.9093
3857,2124,2.8222,2.2083,5.0304,0.9150
3858,3923,2.5111,1.6364,-0.8747,0.9443
3861,4333,2.7631,-1.7468,-4.5099,0.9531
3871,3308,2.5141,1.2411,-1.2730,0.9212
3879,4355,2.5530,5.9642,8.5172,0.9037
3880,4469,2.5329,0.5775,3.1104,0.9879
3883,2768,2.6217,0.2814,-2.3403,0.9290
3888,3978,2.5629,1.3491,3.9120,0.8534
3889,612,2.5978,4.1821,6.7799,0.9106
3890,81,2.5166,7.0302,9.5467,0.9077
3892,4431,2.6325,7.2710,9.9035,0.9213
3895,3256,2.8973,6.9549,9.8522,0.9412
3897,2645,2.5081,4.6330,2.1250,0.9232
3899,1335,2.5590,8.0805,5.5215,0.9778
3901,3864,2.5286,3.2459,5.7745,0.9367
3902,2783,2.6168,6.8559,9.4727,0.9649
3903,3481,2.5839,6.6264,9.2103,0.9458
3904,2613,2.5185,3.2110,0.6925,0.9299
3915,2692,2.5906,7.4036,9.9942,0.9264
3917,3379,2.5266,0.9072,3.4339,0.9197
3918,456,2.5461,2.3448,4.8909,0.9323
3919,515,2.5396,7.0560,9.5956,0.9232
3924,2175,2.5046,6.7057,9.2103,0.9006
3933,4190,2.6571,2.8733,0.2162,0.9409
3936,919,2.5274,2.7709,5.2983,0.9105
3937,397,2.5702,5.2254,7.7957,0.8932
3938,194,2.5634,0.1553,-2.4081,0.9113
3939,1561,2.6926,0.6752,-2.0174,0.9072
3940,792,2.5633,2.5633,0.0000,0.8791
3947,1902,2.5766,7.6454,10.2219,0.9536
3956,2968,2.6780,1.4742,-1.2038,0.9695
3962,4457,2.5115,1.1261,3.6376,0.9547
3963,4376,2.5789,3.2617,0.6828,0.9842
3964,4262,2.8296,-0.4668,-3.2964,0.9282
3969,4272,2.8195,-0.0809,-2.9004,0.9620
3975,3156,2.6105,1.2634,-1.3471,0.9621
3977,4427,2.6177,-0.1792,-2.7969,0.8947
3978,4265,3.0478,0.1474,-2.9004,0.9551
3981,1138,2.5042,7.1094,4.6052,0.9744
3985,3149,2.6810,1.6022,-1.0788,0.9655
3987,1068,2.6319,5.7974,3.1655,0.9134
3994,3343,2.5285,3.8171,6.3456,0.9123
3995,4319,4.0484,0.8543,-3.1941,0.9348
3998,3404,2.5883,3.1155,5.7038,0.9454
4008,1403,2.6184,1.1487,-1.4697,0.9416
4009,2130,2.5140,1.8960,-0.6180,0.9070
4011,799,2.5794,-3.0301,-5.6096,0.8776
4013,4197,2.5058,3.8911,6.3968,0.9321
4014,1545,2.5710,2.0264,-0.5446,0.9641
4018,2852,2.5913,2.6866,0.0953,0.9335
4027,331,2.5313,7.3722,9.9035,0.9372
4031,656,2.5671,1.8739,-0.6932,0.9210
4052,3870,2.4887,2.2010,-0.2877,0.8874
4053,4199,2.4125,4.1934,6.6059,0.8838
4054,2530,2.3443,6.7434,9.0877,0.9433
4055,2369,2.3574,1.8631,-0.4943,0.9411
4056,1303,2.3607,2.4190,0.0583,0.8767
4057,247,2.5501,7.9129,10.4630,0.9699
4058,1057,2.3193,8.5339,6.2146,0.8991
4059,4529,2.4298,2.0816,-0.3481,0.9347
4060,1589,2.4732,5.5740,8.0472,0.9296
4061,308,2.4069,6.8330,9.2399,0.9137
4062,368,2.4330,3.1261,0.6931,0.9169
4063,3611,2.4924,7.8811,10.3735,0.8815
4064,2734,2.3598,2.4694,4.8293,0.8836
4065,4203,2.2732,4.0893,1.8161,0.9110
4066,831,2.5105,8.6632,6.1527,0.9191
4067,2850,2.3530,4.3840,6.7370,0.8919
4068,87,2.3694,8.2693,5.8999,0.9181
4069,7,2.4988,7.7971,5.2983,0.9125
4070,4138,2.4512,5.2230,2.7719,0.9294
4071,1322,2.3970,3.5859,5.9829,0.9241
4072,222,2.4310,2.7311,0.3001,0.8873
4073,4241,2.3901,5.0220,2.6319,0.9309
4074,4335,2.3606,3.4599,1.0993,0.8869
4075,4383,2.4297,10.0005,7.5708,0.9189
4076,1439,2.4104,5.7212,8.1315,0.8805
4077,2684,2.2562,5.1462,2.8900,0.9393
4078,951,2.4001,5.9265,3.5264,0.9553
4079,300,2.3274,7.6343,9.9616,0.9085
4080,2249,2.4520,3.3173,5.7693,0.9165
4081,1850,2.4481,5.2930,2.8449,0.8950
4082,1227,2.3208,5.9584,3.6376,0.8950
4083,1320,2.3588,8.7218,6.3630,0.8887
4084,1951,2.3383,7.5854,5.2471,0.9203
4085,1551,2.2983,0.3453,-1.9529,0.8886
4086,1602,2.3765,5.3288,7.7053,0.9344
4087,3396,2.3041,5.1195,2.8154,0.8847
4088,760,2.4192,7.1489,9.5680,0.9010
4089,3605,2.3598,6.6958,4.3360,0.9315
4090,185,2.3723,6.8279,9.2003,0.8689
4091,2914,2.3732,7.1948,9.5680,0.9012
4092,70,2.4920,2.6555,5.1475,0.9009
4093,3383,2.3143,6.6729,8.9872,0.8940
4094,3124,2.3624,1.1245,-1.2379,0.9439
4095,2209,2.3756,1.5991,-0.7765,0.8963
4097,4277,2.3076,6.9981,9.3056,0.9357
4098,839,2.6122,2.0883,4.7005,0.8613
4099,3749,2.3295,7.1658,4.8363,0.8852
4100,841,2.3674,8.7599,11.1273,0.8860
4101,3386,2.2524,3.5320,5.7844,0.8545
4102,1179,2.2991,7.4241,9.7232,0.8736
4103,147,2.3144,4.4062,2.0919,0.9237
4104,2390,2.3667,9.9726,7.6059,0.9053
4105,1871,2.3440,4.7771,7.1212,0.8994
4106,3492,2.3041,0.0026,-2.3015,0.8946
4107,1603,2.4038,5.3996,2.9957,0.8948
4108,2798,2.2729,6.8209,9.0938,0.9019
4109,2381,2.3099,6.2623,8.5722,0.9192
4110,473,2.3188,8.4281,6.1093,0.8847
4111,3745,2.4397,2.7241,5.1638,0.9273
4112,1530,2.3455,2.2424,-0.1031,0.9031
4113,1306,2.3461,9.8600,12.2061,0.9610
4114,2757,2.4652,3.7494,6.2146,0.9223
4116,1423,2.4762,7.0371,9.5133,0.8999
4117,3122,2.3519,5.7344,8.0863,0.8803
4118,1109,2.4355,10.3869,12.8223,0.8870
4119,4336,2.4990,-1.7346,-4.2336,0.8437
4120,1502,2.3951,1.1966,-1.1985,0.8628
4121,2918,2.3374,8.1365,5.7991,0.8972
4122,3689,2.2632,4.4351,6.6983,0.9163
4123,235,2.3634,7.5551,9.9185,0.9291
4124,2406,2.3549,6.8555,9.2103,0.9096
4126,1228,2.2714,2.2284,4.4998,0.8881
4127,3433,2.3714,-1.5762,-3.9476,0.9610
4128,2861,2.3640,6.3694,8.7334,0.9106
4130,2516,2.3131,1.2704,3.5835,0.9009
4131,2254,2.3727,1.0644,-1.3083,0.8663
4132,1698,2.3855,3.0534,5.4388,0.8387
4133,1732,2.5470,3.1887,0.6417,0.8706
