molindx,Name,SMILES,MolarMass,CASNumber,ExperimentalSolubilityInWater,Temperature,ExperimentReference,Datagroup,SolvationEnergy,DipoleMoment,MolecularVolume,MolecularSurfaceArea,QXX,QYY,QZZ,HOMO,LUMO,gap,StandardInChIKey,CalLogP,CalMR,TPSA,LabuteASA,BalabanJIndex,BertzCTIndex,Isomer,Aromatic,Cyclic,ChargeNeutral,MadeOfKeyElements
2446,QUIZALOFOP-P-ETHYL,CCOC(=O)[C@@H](C)OC1=CC=C(C=C1)OC2=CN=C3C=C(C=CC3=N2)Cl,372.8073,100646-51-3,0.400022489,293.15,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G4,55.56352,2.635636603,245.622,412.373,-17.29983424,0.825949284,16.47388496,-6.553046627,-2.035342515,4.517704112,OSUHJPCHFDQAIT-GFCCVEGCSA-N,4.4059,97.787,70.54,155.2395924,1.67142815,915.0611129,2,True,True,True,True
2447,Thiourea. 3-(nitrophenyl)-,C1=CC(=CC(=C1)[N+](=O)[O-])N=C(N)S,197.21,000709-72-8,7000.0,293.15,BEILSTEIN,G1,62.67632,9.277301953,128.685,214.811,34.32954888,-23.25837396,-11.07117492,-6.552796282,-2.441035372,4.11176091,HQEMUQNZGCZHHN-UHFFFAOYSA-N,1.4708,53.3648,81.52,79.8396008,3.055746797,360.5102168,2,True,True,True,True
2449,butyl (2R)-2-[4-(4-cyano-2-fluorophenoxy)phenoxy]propanoate,CCCCOC(=O)[C@@H](C)OC1=CC=C(OC2=CC=C(C=C2F)C#N)C=C1,357.3807,122008-85-9,0.44,293.15,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G4,61.79768,6.119123564,237.995,408.513,-51.60094421,20.43687287,31.16407135,-6.550652024,-1.271610219,5.279041805,TYIYMOAHACZAMQ-CQSZACIVSA-N,4.60028,93.588,68.55,151.4683071,1.935829055,783.3884576,2,True,True,True,True
2451,Difenoconazole,CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,406.27,119446-68-3,15.0,298.15,TOMLIN.C (1997),G2,67.1532,7.766617767,246.865,410.695,-23.08635783,20.54065347,2.545704354,-6.550132286,-0.661694716,5.88843757,BQYJATMQXGBDHF-UHFFFAOYSA-N,4.6655,101.177,58.4,166.1385205,1.619349752,918.4591277,4,True,True,True,True
2452,pyrido[3.4-b]pyrazin-5(6H)-one,C1=CNC(=O)C2=NC=CN=C21,147.136,679797-41-2,9564.0,293.15,Hampton;_Journal_of_the_Chemical_Society;_(1954),G1,60.41696,5.101224891,104.33,173.405,35.16626779,-28.46336042,-6.702907371,-6.550099632,-1.953197829,4.596901804,WUWZFLYEDXODEJ-UHFFFAOYSA-N,0.3181,40.1587,58.64,61.93353369,3.030789901,429.3837739,1,True,True,True,True
2453,P.P'-DDE,C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl,318.03,000072-55-9,0.04,298.15,YALKOWSKY.SH & HE.Y (2003),G2,25.06216,0.247897247,200.472,313.994,21.51554022,-16.62694951,-4.888590711,-6.546817937,-1.364984233,5.181833704,UCNVFOCBFJOQAL-UHFFFAOYSA-N,6.1879,80.632,0.0,125.7418434,2.509573119,516.2479162,1,True,True,True,True
2454,3-Methoxybenzamide,COC1=CC=CC(=C1)C(=O)N,151.1646,005813-86-5,2880.382072,295.65,OChem,G4,52.84392,3.683088451,115.764,197.644,29.4769807,-20.84165799,-8.635322711,-6.546635621,-0.972638839,5.573996782,VKPLPDIMEREJJF-UHFFFAOYSA-N,0.7941,41.5119,52.32,64.77624537,3.005889219,270.5494976,1,True,True,True,True
2455,2.4-diamino-6-methylamino-1.3.5-triazine,CNC1=NC(=NC(=N1)N)N,140.148,013452-77-2,13600.0,293.15,Puchinger._Helmut;_Gabriel._Herbert;_Monkowius._Uwe;_Schwarzinger._Clemens;_Journal_of_Organic_Chemistry;_vol._81;_10;_(2016);_p._4066_-_4075;,G1,56.44216,0.696096036,106.506,185.368,-19.63934657,10.468865,9.170481568,-6.546390718,0.491811224,7.038201943,CTRPRMNBTVRDFH-UHFFFAOYSA-N,-0.9223,38.1985,102.74,57.68493275,3.061688151,212.9394674,1,True,True,True,True
2456,4-methyl-2H-benzotriazole,CC1=CC=CC2=NNN=C12,133.1524,029385-43-1,4049.4,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/14272//?documentUUID=fcda7e57-f736-46b0-b9e3-3a8c982c0e2b,G5,36.35896,0.623329779,107.077,179.984,15.57975651,-5.411600135,-10.16815638,-6.545903634,-1.293715128,5.252188507,CMGDVUCDZOBDNL-UHFFFAOYSA-N,1.26632,38.6257,41.57,58.06337329,2.950090305,350.3787059,1,True,True,True,True
2457,[6-[hydroxy-di(phenyl)methyl]piperidin-2-yl]-di(phenyl)methanol,C1CC(NC(C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O,449.583,058451-85-7,0.092597737,298.15,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,70.66776,5.468335358,283.117,486.339,-16.01793936,-1.284148914,17.30208828,-6.545457367,-0.491488497,6.05396887,JFGXCMKVTZAJMD-UHFFFAOYSA-N,7.2805,140.7623,52.49,209.7966884,1.415449806,522.9215012,3,True,True,True,True
2458,3-Chloro-2-nitrobenzoic acid,C1=CC(=C(C(=C1)Cl)[N+](=O)[O-])C(=O)O,201.5659,004771-47-5,470.3455744,298.15,OChem,G4,264.59616,14.0467592,130.113,210.864,-33.43055163,18.92699465,14.50355698,-6.545451925,-1.870973686,4.67447824,VCHSXYHBMFKRBK-UHFFFAOYSA-N,1.9464,45.0657,80.44,77.70834304,3.427344205,376.7553336,1,True,True,True,True
2459,Glycine. N-(dithiocarboxy)-N-phenyl-. S-benzyl e,OC(=O)CN(C(=S)SCC1=CC=CC=C1)C1=CC=CC=C1,317.42,006477-90-3,37.99568577,293.15,OChem,G4,69.11968,5.107258748,200.035,332.771,-16.55210959,12.17043786,4.381671733,-6.544793409,-1.151101813,5.393691596,QJYFZGZQJOGQTO-UHFFFAOYSA-N,3.7959,91.7588,40.54,133.1457456,2.060336987,602.1887457,1,True,True,True,True
2460,2(1H)-Pyrimidinone._4-amino-6-methyl-,CC1=CC(=NC(=O)N1)N,125.13,006220-50-4,4000.0,297.15,BEILSTEIN,G1,83.30344,9.633846753,95.239,164.62,27.41350119,-20.77675818,-6.636743014,-6.544477757,-0.514549342,6.029928415,QZZQIRLQHUUWOH-UHFFFAOYSA-N,-0.33948,34.0071,71.77,51.73705399,3.332334627,241.9007718,1,True,True,True,True
2461,Acetic acid. (2-bromo-4.6-dimethylphenoxy)-,CC1=CC(=C(C(=C1)Br)OCC(=O)O)C,259.0991,038206-98-3,195.0140512,293.15,OChem,G4,55.6472,5.430843403,147.552,248.216,18.39234856,-4.93662346,-13.4557251,-6.543881827,-0.287067753,6.256814075,XISIDZGSQIHSIK-UHFFFAOYSA-N,2.52934,56.7468,46.53,90.82802026,2.908171776,337.3798979,1,True,True,True,True
2462,Benzeneacetic acid. 4-(acetyloxy)-3-methoxy-,CC(=O)OC1=C(C=C(C=C1)CC(=O)O)OC,224.2128,005447-38-1,1538.014402,287.15,OChem,G4,65.0612,1.843359795,155.29,268.488,18.45732275,-3.034877455,-15.42244529,-6.543579781,-0.414465813,6.129113968,QLJMBAXRCXCSGZ-UHFFFAOYSA-N,1.2476,55.6428,72.83,92.6004821,2.962673969,410.835991,1,True,True,True,True
2464,3-fluoro-4-(2-hydroxyethylsulfanyl)benzenesulfonamide,C1=CC(=C(C=C1S(=O)(=O)N)F)SCCO,251.29,108966-70-7,6000.0,298.15,SHEPARD.KL ET AL. (1991),G2,90.03968,6.443635047,161.806,273.248,42.20554536,-30.47107705,-11.73446832,-6.542649151,-1.142202869,5.400446282,IQXIDCDQCNFSPY-UHFFFAOYSA-N,0.5575,55.583,80.39,91.34483312,2.985227826,447.2000458,1,True,True,True,True
2466,O-CHLOROANISOLE,COC1=CC=CC=C1Cl,142.59,000766-51-8,490.0,298.15,LUN.R ET AL. (1995),G1,25.18768,4.004063805,113.869,185.669,14.72194802,-3.598470521,-11.1234775,-6.541511714,-0.311714478,6.229797236,QGRPVMLBTFGQDQ-UHFFFAOYSA-N,2.3486,38.004,9.23,59.21315669,3.006524007,197.8625685,1,True,True,True,True
2467,2.4-db,OC(=O)CCCOC1=CC=C(Cl)C=C1Cl,249.0932,000094-82-6,53.0104965,298.15,OChem,G4,53.47152,5.425886746,155.069,258.217,20.84052355,-2.570545608,-18.26997794,-6.541351167,-0.590383705,5.950967463,YIVXMZJTEQBPQO-UHFFFAOYSA-N,3.237,58.8268,46.53,97.56700511,2.404692996,352.5207794,1,True,True,True,True
2468,SALICIN,OCC1=CC=CC=C1OCC1O[C@H](O)C(O)C(O)[C@@H]1O,286.28,000138-52-3,40000.0,298.15,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G2,73.8476,5.503196153,158.248,283.157,32.401931,-24.37397408,-8.027956925,-6.541272254,-0.188620717,6.352651537,NGFMICBWJRZIBI-UJPOAAIJSA-N,-1.6424,66.76,119.61,115.178426,1.995336733,438.4827775,32,True,True,True,True
2469,2-oxo-1H-quinoline-4-carboxylic acid,C1=CC=C2C(=C1)C(=CC(=O)N2)C(=O)O,189.1702,015733-89-8,274.0,303.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/26730/4/9/?documentUUID=19f2d2ea-c110-411c-bef9-f677ff09fc35,G5,61.00272,3.89563117,127.209,213.409,37.24747721,-29.35835997,-7.88911724,-6.539914405,-2.037316702,4.502597704,MFSHNFBQNVGXJX-UHFFFAOYSA-N,1.2263,51.528,70.16,78.8149357,2.937719461,556.5408206,1,True,True,True,True
2470,2.4(1H.3H)-Pteridinedione. 7-hydroxy-1.6-dimethy,CC1=NC2=C(NC1=O)N(C(=O)NC2=O)C,208.1762,002625-22-1,1060.061537,283.15,OChem,G4,92.048,6.669573123,140.219,237.96,-18.49115753,5.047383317,13.44377421,-6.539819165,-1.671593581,4.868225584,FBEPFGKUHGVRNU-UHFFFAOYSA-N,-1.38148,52.9624,100.61,82.41608159,3.181189792,706.3692794,1,True,True,True,True
2471,2-amino-3-chloronaphthalene-1.4-dione,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)N,207.6159,002797-51-5,20.7,293.15,OChem,G4,47.36288,5.136465129,139.245,226.72,36.70424697,-26.72473701,-9.979509953,-6.539555215,-3.000418762,3.539136453,OBLNWSCLAYSJJR-UHFFFAOYSA-N,1.4747,52.1694,60.16,85.16193852,2.731827362,433.7652719,1,True,True,True,True
2472,2-(2.2-difluoroethoxy)-N-(5.8-dimethoxy-[1.2.4]triazolo[5.1-f]pyrimidin-2-yl)-6-(trifluoromethyl)benzenesulfonamide,COC1=CN=C(N2C1=NC(=N2)NS(=O)(=O)C3=C(C=CC=C3OCC(F)F)C(F)(F)F)OC,483.3691,219714-96-2,408.0,293.15,OChem,G4,100.8344,10.91704078,255.741,435.545,-41.95197632,10.65420389,31.29777244,-6.539201467,-1.596695835,4.942505631,SYJGKVOENHZYMQ-UHFFFAOYSA-N,2.605,97.6375,116.94,176.5377166,2.119103129,1190.907821,1,True,True,True,True
2473,3'-Adenylic acid,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)(O)O)O)N,347.23,000084-21-9,500.0,288.15,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G2,113.1772,6.590239392,175.884,309.559,38.59875068,-39.10881129,0.510060608,-6.539155207,-0.750444969,5.788710238,LNQVTSROQXJCDD-KQYNXXCUSA-N,-1.863,73.6551,186.07,128.3035498,1.963741862,763.1378284,16,True,True,True,True
2474,CLOMAZONE,CC1(CON(C1=O)CC2=CC=CC=C2Cl)C,239.7,081777-89-1,1100.0,298.15,SHIU.WY ET AL. (1990),G2,46.69344,5.595278599,165.917,283.733,19.3968779,-20.30530133,0.908423431,-6.539030035,-0.461814738,6.077215297,KIEDNEWSYUYDSN-UHFFFAOYSA-N,2.64,61.735,29.54,99.90743038,2.129383558,417.2347168,1,True,True,True,True
2475,2-Chlorodiphenyl ether,C1=CC=C(C=C1)OC2=CC=CC=C2Cl,204.6555,002689-07-8,3.399565557,298.15,OChem,G4,25.85712,3.808641455,141.998,232.793,16.20343482,-5.547954263,-10.65548056,-6.538997381,-0.475467513,6.063529868,IPBRZLMGGXHHMS-UHFFFAOYSA-N,4.1323,57.968,9.23,87.90530878,2.236958884,411.6767229,1,True,True,True,True
2477,Lumazine. 6.7-diethyl-,CCC1=C(CC)N=C2C(=O)NC(=O)N=C2N1,220.2304,113222-29-0,909.0280146,293.15,OChem,G4,108.70032,14.1988031,156.005,268.679,-30.83186435,19.73880742,11.09305693,-6.538156549,-2.478711188,4.05944536,PNLRJGYHLCFMLM-UHFFFAOYSA-N,0.0828,58.6514,91.5,91.12892679,2.839244169,598.8530058,1,True,True,True,True
2478,2.6-DICHLORO-4-NITROANILINE,C1=C(C=C(C(=C1Cl)N)Cl)[N+](=O)[O-],207.02,000099-30-9,6.3,293.15,MACBEAN.C (2010),G2,41.6308,8.518832235,137.753,220.282,-4.428175704,1.953603858,2.474571846,-6.535740176,-2.355734708,4.180005468,BIXZHMJUSMUDOQ-UHFFFAOYSA-N,2.4838,47.5288,69.16,78.03080199,3.306535413,317.3151247,1,True,True,True,True
2479,(2R)-2-[4-[(6-chloro-1.3-benzoxazol-2-yl)oxy]phenoxy]-N-(2-fluorophenyl)-N-methylpropanamide,C[C@@H](OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1)C(=O)N(C)C1=CC=CC=C1F,440.8,256412-89-2,0.687,293.15,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G4,65.60512,4.306087042,252.92,425.642,-33.15078095,25.69320817,7.457572783,-6.535506158,-0.705827797,5.829678361,ADDQHLREJDZPMT-CQSZACIVSA-N,5.8429,115.435,64.8,182.3182496,1.401529964,1225.968822,2,True,True,True,True
2480,1.10-Phenanthroline. 3.4.7.8-tetramethyl-,CC1=CN=C2C(=C1C)C=CC3=C(C(=CN=C32)C)C,236.32,001660-93-1,1.51,298.15,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,51.63056,6.121046662,184.166,311.01,39.82111286,-24.09803845,-15.72307441,-6.534134704,-1.489368903,5.044765801,NPAXPTHCUCUHPT-UHFFFAOYSA-N,4.01668,75.992,25.78,106.6937966,2.55590102,706.238143,1,True,True,True,True
2481,4-BROMOBIPHENYL,C1=CC=C(C=C1)C2=CC=C(C=C2)Br,233.1071,000092-66-0,0.652462418,298.15,OChem,G4,25.43872,2.753933683,157.3,251.136,0.635348145,12.24310724,-12.87845539,-6.533737417,-1.051007943,5.482729474,PKJBWOWQJHHAHG-UHFFFAOYSA-N,4.1161,59.578,0.0,86.35604493,2.423855973,375.6290478,1,True,True,True,True
2482,9-[(2R.3R.4S.5R)-3.4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one,C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,268.23,000058-63-9,15800.0,293.15,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G2,160.70744,20.62040392,153.221,269.487,-53.97960765,45.393387,8.586220644,-6.532863931,-0.757529185,5.775334747,UGQMRVRMYYASKQ-KQYNXXCUSA-N,-2.2689,61.1581,133.49,105.6677915,2.060049362,652.6525848,16,True,True,True,True
2483,4.6-DICHLORO-O-CRESOL,CC1=CC(=CC(=C1O)Cl)Cl,177.024,001570-65-6,1600.0,298.15,Blackman. G.E.; Park. M.H.; Garton. G.. Arch. Biochem. Biophys. 1955. 54(1). 55-71.,G3,20.83632,2.104539611,124.824,200.093,8.508449771,-3.174208762,-5.33424101,-6.532268002,-0.472564873,6.059703129,WJQZZLQMLJPKQH-UHFFFAOYSA-N,3.00742,42.8638,20.23,69.19711144,3.310532875,234.7781739,1,True,True,True,True
2484,FURAZOLIDONE,C1COC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],225.16,000067-45-8,40.0,298.15,MERCK INDEX (1996); pH 6,G2,65.39592,12.55145288,151.623,255.047,-12.94282763,5.181166512,7.761661114,-6.53193058,-2.732269463,3.799661118,PLHJDBGFXBMTGZ-WEVVVXLNSA-N,0.9739,51.0104,98.18,89.23300492,2.050709168,452.2811889,2,True,True,True,True
2485,XANTHINE,C1=NC2=C(N1)C(=O)NC(=O)N2,152.11,000069-89-6,69.0,289.15,MERCK INDEX (1996),G2,74.39152,5.623853944,102.365,172.344,10.83837146,-11.77849943,0.940127976,-6.531799966,-0.807936671,5.723863295,LRFVTYWOQMYALW-UHFFFAOYSA-N,-1.0605,37.3351,94.4,59.30421622,3.146011472,490.6419937,1,True,True,True,True
2486,3.4.5-Trifluorophenol,C1=C(C=C(C(=C1F)F)F)O,148.0843,099627-05-1,103967.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/4466//?documentUUID=2207909f-8161-48b3-bca6-f8ec4b9cdf9e,G5,30.7524,4.383913609,97.587,163.71,11.84913893,-8.610675728,-3.238463197,-6.53133193,-0.137009671,6.394322259,ZRTWIJKGTUGZJY-UHFFFAOYSA-N,1.8095,27.9808,20.23,54.72224308,3.310532875,236.1649959,1,True,True,True,True
2487,Melilotoside,C1=CC=C(C(=C1)/C=C/C(=O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,326.3024,000618-67-7,10000.4667,291.15,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G4,90.75096,5.210727748,194.031,345.224,-12.45978113,12.03921785,0.42056328,-6.530512867,-1.846758533,4.683754334,GVRIYIMNJGULCZ-ZMKUSUEASA-N,-1.0369,77.507,136.68,131.3802293,2.193581692,570.3502335,64,True,True,True,True
2488,OXYBENZONE,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,228.25,000131-57-7,3.7,293.15,European Commission,G2,38.99488,4.030147901,163.773,274.872,37.76908025,-27.15805972,-10.61102053,-6.530077484,-1.820554227,4.709523257,DXGLGDHPHMLXJC-UHFFFAOYSA-N,2.6318,64.5333,46.53,99.28768264,2.382869011,532.4185153,1,True,True,True,True
2489,BENZENESULFONAMIDE. 3-AMINO-4-[(2-HYDROXYETHYL)S,NC1=CC(=CC=C1S(=O)(=O)CCO)S(N)(=O)=O,280.32,135832-45-0,13200.0,298.15,SHEPARD.KL ET AL. (1991),G2,109.32792,8.538948142,154.562,270.344,-40.53807123,16.42309008,24.11498115,-6.529201277,-1.56599811,4.963203167,KHXANPYDVIZTJK-UHFFFAOYSA-N,-1.3178,61.3662,140.55,99.02147677,3.339822549,621.3156655,1,True,True,True,True
2490,2.4-Dichloro-6-ethylphenol,CCC1=C(C(=CC(=C1)Cl)Cl)O,191.051,024539-94-4,248.0,298.15,Blackman. G.E.; Park. M.H.; Garton. G.. Arch. Biochem. Biophys. 1955. 54(1). 55-71.,G3,21.67312,2.14087303,134.726,219.032,8.969118714,-3.715363726,-5.253754988,-6.529018961,-0.504664801,6.024354159,SLZAAZXYSOSHPM-UHFFFAOYSA-N,3.2614,47.5048,20.23,75.56205355,3.244095211,271.0397226,1,True,True,True,True
2491,BENZENESULFONAMIDE. 4-[(5-HYDROXYPENTYL)THIO]-,C1=CC(=CC=C1SCCCCCO)S(=O)(=O)N,275.38,108966-54-7,600.0,298.15,SHEPARD.KL ET AL. (1991),G2,88.61712,11.7541922,156.795,272.881,-44.39296357,23.76384477,20.6291188,-6.528545482,-1.199900017,5.328645466,FDORWDSKZBVQSQ-UHFFFAOYSA-N,1.5887,69.476,80.39,106.2741241,2.410971452,428.5346949,1,True,True,True,True
2492,2-(4-methyl-2-oxochromen-7-yl)oxy-N-(1.3.4-thiadiazol-2-yl)acetamide,CC1=CC(=O)OC2=C1C=CC(=C2)OCC(=O)NC3=NN=CS3,317.3186,068611-23-4,12.6,297.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/19831/4/9/?documentUUID=6979b3bc-b2aa-4a52-97a2-509500618295,G5,89.16104,7.765275413,191.595,318.382,-60.97346198,50.97506465,9.998397327,-6.528431194,-1.626484427,4.901946768,QDWVMPWRBMUURS-UHFFFAOYSA-N,1.97042,81.2547,94.32,128.1043694,1.712617046,873.4253766,1,True,True,True,True
2493,1.2.4-TRIMETHYLBENZENE,CC1=CC(=C(C=C1)C)C,120.195,000095-63-6,56.4,298.15,Sanemasa. I.; Araki. M.; Deguchi. T.; Nagai. H.. Bull. Chem. Soc. Jpn. 1982. 55. 1054-62.,G3,15.94104,0.618730493,111.839,193.832,6.22044997,2.85133384,-9.07178381,-6.528384935,0.160915158,6.689300093,GWHJZXXIDMPWGX-UHFFFAOYSA-N,2.61186,40.653,0.0,56.52622946,3.17167803,211.278337,1,True,True,True,True
2494,Pyrimido[5.4-d]pyrimidine-2.4.8(3H)-trione. 1.7-,CN1C=NC2=C(C1=O)N(C(=O)N(C2=O)C)C,222.203,092474-94-7,2300.116949,293.15,OChem,G4,67.11136,6.08556852,149.137,252.329,29.26474663,-32.21858599,2.953839354,-6.527767236,-1.89018956,4.637577676,SYYPSBXVMCETKL-UHFFFAOYSA-N,-1.6691,57.466,78.89,89.20096668,3.296071841,750.1539788,1,True,True,True,True
2495,3-CHLORODIPHENYL ETHER,C1=CC=C(C=C1)OC2=CC(=CC=C2)Cl,204.6555,006452-49-9,12.59863287,298.15,OChem,G4,23.09568,1.584240754,141.257,231.366,20.51516552,-17.66995793,-2.845207589,-6.527046134,-0.506835455,6.020210679,BMURONZFJJPAOK-UHFFFAOYSA-N,4.1323,57.968,9.23,87.90530878,2.193049222,411.6767229,1,True,True,True,True
2496,GRISEOFULVIN,C[C@@H]1CC(=O)CC([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,352.77,000126-07-8,8.64,298.15,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G2,74.93544,12.35456736,212.624,365.228,-37.17215186,29.30839772,7.863754132,-6.526901914,-1.606986914,4.919914999,DDUHZTYCFQRHIY-RBHXEPJQSA-N,2.6851,86.4475,71.06,144.5145954,2.195548794,715.5225852,8,True,True,True,True
2497,3-(3-methyl-5-oxo-4H-pyrazol-1-yl)benzenesulfonic acid,CC1=NN(C(=O)C1)C2=CC(=CC=C2)S(=O)(=O)O,254.26,000119-17-5,4300.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/13434//?documentUUID=a180da31-0b74-4bbb-8c22-646cf53994ac,G5,87.11088,11.42692406,170.03,286.717,45.32072639,-32.63254883,-12.68817755,-6.526542723,-1.209846055,5.316696668,VEMGKBUHUTYHHA-UHFFFAOYSA-N,1.0459,61.4686,87.04,98.30079071,2.446226843,606.4868422,1,True,True,True,True
2498,4H-PYRAN-4-ONE. 3-HYDROXY-2-METHYL-,CC1=C(C(=O)C=CO1)O,126.11,000118-71-8,10900.0,288.15,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,33.38832,4.915461673,91.782,156.043,10.53274754,-8.589476434,-1.94327111,-6.525851554,-1.101137329,5.424714225,XPCTZQVDEJYUGT-UHFFFAOYSA-N,0.65382,31.3798,50.44,51.55691791,3.425731216,261.2506373,1,True,True,True,True
2499,TRIFLUMIZOLE,CCCOCC(=NC1=C(C=C(C=C1)Cl)C(F)(F)F)N2C=CN=C2,345.75,068694-11-1,10.5,293.15,https://efsa.onlinelibrary.wiley.com/doi/epdf/10.2903/j.efsa.2009.1415,G2,49.49672,4.133071039,212.899,359.143,-37.60802253,27.38899371,10.21902882,-6.525802573,-1.161652761,5.364149812,HSMVPDGQOIQYSR-UHFFFAOYSA-N,4.5602,82.284,39.41,136.1256701,2.42246388,669.1017796,2,True,True,True,True
2500,HALOXYFOP-ETOTYL,CCOCCOC(=O)C(C)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)C(F)(F)F)Cl,433.811,087237-48-7,0.579963364,293.15,OChem,G4,52.0908,2.20052447,261.866,444.966,17.50456605,-3.292602146,-14.2119639,-6.525750872,-1.196734242,5.329016629,MIJLZGZLQLAQCM-UHFFFAOYSA-N,4.8931,98.307,66.88,170.0432577,1.923384213,814.4821747,2,True,True,True,True
2501,prop-2-enyl 2-(phenoxy)acetate,C=CCOC(=O)COC1=CC=CC=C1,192.214,007493-74-5,559.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/23017//?documentUUID=faddfabf-8758-4065-8fb5-76ebc3ca79da,G5,39.83168,1.160017135,136.786,233.66,-10.97755865,5.803993833,5.17356482,-6.525037933,-0.194112168,6.330925765,VUFZVGQUAVDKMC-UHFFFAOYSA-N,1.7946,53.093,35.53,82.95512322,2.268439797,292.6607706,1,True,True,True,True
2502,2-(P-CHLOROPHENOXY)PROPIONIC ACID,CC(C(=O)O)OC1=CC=C(C=C1)Cl,200.62,003307-39-9,1470.0,298.15,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,50.8356,5.351769667,137.29,231.012,19.27830209,-4.243036623,-15.03526547,-6.525037933,-0.412321283,6.11271665,DKHJWWRYTONYHB-UHFFFAOYSA-N,2.1919,49.1778,46.53,80.89879677,2.641763905,294.2330533,2,True,True,True,True
2503,4-CHLOROBIPHENYL,C1=CC=C(C=C1)C2=CC=C(C=C2)Cl,188.66,002051-62-9,1.34,298.15,YALKOWSKY.SH & DANNENFELSER.RM (1992),G1,25.18768,2.656993776,151.65,245.273,-4.075915035,14.54013544,-10.46422041,-6.524855616,-1.010849904,5.514005713,FPWNLURCHDRMHC-UHFFFAOYSA-N,4.007,56.888,0.0,82.79176355,2.423855973,375.6290478,1,True,True,True,True
2504,HALOXYFOP,CC(C(=O)O)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)C(F)(F)F)Cl,361.71,069806-34-4,43.4,298.15,TOMLIN.C (1997); pH 2.6,G2,66.35824,4.628060216,203.653,345.57,42.32308602,-36.19255415,-6.130531862,-6.524836568,-1.207837854,5.316998714,GOCUAJYOYBLQRH-UHFFFAOYSA-N,4.398,78.4908,68.65,139.1506325,2.100899366,734.48929,2,True,True,True,True
2505,P-CHLOROPHENOXYACETIC ACID,C1=CC(=CC=C1OCC(=O)O)Cl,186.6,000122-88-3,957.0,298.15,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,51.96528,5.168853936,125.421,209.07,19.78062338,-4.805290669,-14.97533271,-6.524817521,-0.401158078,6.123659443,SODPIMGUZLOIPE-UHFFFAOYSA-N,1.8034,44.5828,46.53,74.53385466,2.529889074,268.1363913,1,True,True,True,True
2506,1-(1-cyclohex-2-enyl)-4-(1-cyclohex-3-enyl)benzene,C1CC=CC(C1)C2=CC=C(C=C2)C3CCC=CC3,238.3718,061788-32-7,0.061,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/15941//?documentUUID=28fa04cc-bb8b-486f-8409-c06a668f9a21,G5,18.828,0.739377011,169.392,302.984,8.117835983,-0.535636093,-7.582199889,-6.524548128,-0.020321283,6.504226847,TVBYFUMVFJKKNJ-UHFFFAOYSA-N,5.334,77.906,0.0,110.4198401,1.736105834,435.6110441,4,True,True,True,True
2507,5'-Adenylic acid,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N,347.23,000061-19-8,10000.0,293.15,BEILSTEIN,G2,125.60368,3.843910547,181.014,319.434,56.61738905,-40.63551132,-15.98187774,-6.523843352,-0.717658497,5.806184855,UDMBCSSLTHHNCD-KQYNXXCUSA-N,-1.863,73.6551,186.07,128.3035498,1.851147527,763.1378284,16,True,True,True,True
